wavelength_nm,intensity
300.0,65.77696083881536
300.25,71.89256231309145
300.5,65.96960101532602
300.75,65.23523805603223
301.0,60.2932119092783
301.25,66.00467265049065
301.5,76.58431877027724
301.75,71.06020726499352
302.0,75.94028494103209
302.25,69.61485895733016
302.5,70.76034719546767
302.75,69.06352637759676
303.0,54.23130768515503
303.25,74.38088406199226
303.5,71.56919893481486
303.75,71.48808554892798
304.0,53.94622490133976
304.25,53.50581721083318
304.5,60.31996273525365
304.75,63.67151888294431
305.0,69.84093459487576
305.25,67.01059407678653
305.5,71.52639775811659
305.75,62.20162229758117
306.0,69.79022000702085
306.25,70.46144591135162
306.5,73.60547872784646
306.75,337.3128136232408
307.0,139.74714027893324
307.25,77.31807196518756
307.5,248.3411246308684
307.75,152.21608672388695
308.0,64.4586230457602
308.25,66.32087598840863
308.5,104.27867774841458
308.75,264.16978413029534
309.0,66.42109574351753
309.25,59.437905631719275
309.5,62.912338244664205
309.75,76.82860841199638
310.0,60.58206126300289
310.25,68.98831652465574
310.5,70.42723267589744
310.75,55.08219200811931
311.0,67.37321141909092
311.25,77.42086945536552
311.5,50.84174014402401
311.75,64.3698573407168
312.0,66.0796808529332
312.25,60.37712778684301
312.5,70.88097754261247
312.75,66.39049805702965
313.0,55.15859749790113
313.25,73.48596633900547
313.5,72.20546962870085
313.75,74.40534070097631
314.0,78.35144656428847
314.25,69.71291734035945
314.5,67.75770288068706
314.75,56.398948824797046
315.0,71.70486627972063
315.25,61.876520656317645
315.5,63.138493703579826
315.75,56.63157012081875
316.0,58.99896869772961
316.25,62.481174201090596
316.5,77.03135256330145
316.75,50.45707577217898
317.0,55.0407793015287
317.25,68.60849669630576
317.5,78.23200372437054
317.75,71.30495356687585
318.0,51.46945944674752
318.25,46.51541104672579
318.5,69.51300864696265
318.75,60.756534712425655
319.0,57.68139587318397
319.25,74.4519763751968
319.5,75.44087462235753
319.75,67.87843993331401
320.0,68.58073900378386
320.25,70.08379431963357
320.5,79.35555284211122
320.75,71.55064210491436
321.0,70.74276753132435
321.25,70.97089548115655
321.5,54.038200781248804
321.75,76.83451022204835
322.0,74.21768352746493
322.25,70.81034969954655
322.5,50.77911837827135
322.75,61.4977130391693
323.0,73.30288337322263
323.25,52.072312512799606
323.5,65.08769165670468
323.75,74.71420536933786
324.0,56.06686161668934
324.25,79.43587911639776
324.5,70.96967323511056
324.75,65.35205672602793
325.0,69.15158032642455
325.25,71.75104684210925
325.5,67.5155763667764
325.75,75.71801093038674
326.0,61.26095016990441
326.25,63.23627057434498
326.5,74.88876513282848
326.75,66.77108515740836
327.0,59.51466217260158
327.25,74.13197465227456
327.5,78.28654755107401
327.75,63.00646961737072
328.0,55.527921229799155
328.25,65.49294678212493
328.5,65.38212500962102
328.75,64.19389877433802
329.0,77.81995651811603
329.25,58.37047807824118
329.5,76.67511652760567
329.75,56.448578792891766
330.0,60.30384792055285
330.25,71.65762069709895
330.5,75.64053747369553
330.75,73.48887611103798
331.0,69.38477521612711
331.25,67.7682254679337
331.5,67.85590408881855
331.75,71.24524429954205
332.0,65.24065206984022
332.25,68.8772263822141
332.5,71.24733425453734
332.75,66.68029808453312
333.0,72.79377816507204
333.25,71.21755713899539
333.5,82.78447874011401
333.75,69.30812707088413
334.0,63.29728262367559
334.25,63.74733192114186
334.5,66.63288709483392
334.75,74.13827341366662
335.0,64.0660258788305
335.25,69.85595585445853
335.5,81.47884398942864
335.75,46.27435672121587
336.0,57.81215503384064
336.25,68.7665030478845
336.5,70.01418477926474
336.75,68.76310162335747
337.0,284.38772802066774
337.25,147.93120689159375
337.5,69.13653438209215
337.75,62.716019106290474
338.0,86.3466534963889
338.25,69.7613457105675
338.5,62.50077836666652
338.75,66.15361539342129
339.0,65.15930085969796
339.25,66.47725518234097
339.5,45.16989350611839
339.75,63.115036255050406
340.0,75.09469966097073
340.25,57.693822667593295
340.5,66.52515775126263
340.75,74.70350127686125
341.0,73.94183112346506
341.25,79.0380505506409
341.5,53.51580342557415
341.75,64.31783488695311
342.0,64.43523206432837
342.25,72.16739514291238
342.5,75.9338752590906
342.75,45.75569102776866
343.0,75.94676684025927
343.25,55.676241649745755
343.5,72.74129514210958
343.75,55.358745600088874
344.0,68.72267995161162
344.25,76.89334774619589
344.5,66.16205321787423
344.75,68.90617946186777
345.0,73.7753328120519
345.25,68.5505933177106
345.5,66.73319886040552
345.75,79.72881346108676
346.0,75.87248561336307
346.25,65.15639272481484
346.5,89.49194575632698
346.75,58.377298563073516
347.0,74.89178572840007
347.25,65.47233176888672
347.5,68.68034214681516
347.75,73.28506054567158
348.0,69.4466217193559
348.25,72.80206474986372
348.5,55.49858425594607
348.75,55.66560927174017
349.0,72.68597396530939
349.25,60.08612378124535
349.5,59.60338605167958
349.75,56.080857613884206
350.0,77.99863277284805
350.25,73.86589362928977
350.5,79.70408062553803
350.75,60.44384922741016
351.0,67.9802827355189
351.25,58.87646936899724
351.5,74.15412656912427
351.75,80.76832217152237
352.0,60.95848964958781
352.25,80.59043563566001
352.5,76.03974597915551
352.75,66.74076328123695
353.0,52.415806533570375
353.25,79.47295653115214
353.5,67.47834690619734
353.75,63.45452904076728
354.0,71.50283651850432
354.25,71.61489927037503
354.5,80.34924699991053
354.75,60.232851583788296
355.0,77.51355560058076
355.25,80.35240492644735
355.5,80.10145893882274
355.75,67.06880566427145
356.0,62.59198587935247
356.25,76.72338702553863
356.5,69.52705577579623
356.75,69.6300325310626
357.0,80.06135056785142
357.25,66.59164692065752
357.5,67.2315789277438
357.75,292.70650960127927
358.0,54.48975815523825
358.25,75.37602377838729
358.5,71.3941547381553
358.75,64.00049933182703
359.0,68.84580094820234
359.25,75.61618300310671
359.5,69.61950205690715
359.75,79.6330167991972
360.0,68.56362054763302
360.25,77.40978062763938
360.5,81.05229910411082
360.75,82.03309251766059
361.0,63.81303242972256
361.25,76.26060104333251
361.5,54.247319220100785
361.75,60.62254756733172
362.0,53.621202004220756
362.25,77.90974358050777
362.5,59.536836375907924
362.75,69.32478639883378
363.0,67.92389844931516
363.25,69.26766652969648
363.5,64.79923183241101
363.75,71.43579149405159
364.0,83.93182150939963
364.25,69.99114851251025
364.5,73.92028701878198
364.75,77.71212686307427
365.0,68.16004271650286
365.25,59.70185561230156
365.5,65.37208728273228
365.75,78.43997917925542
366.0,56.71748857748139
366.25,65.14069797285175
366.5,78.0190184997337
366.75,76.33799039614185
367.0,70.09349914093774
367.25,76.51098821467708
367.5,71.43357366309142
367.75,60.71113732883842
368.0,57.66772904326109
368.25,65.10453992890926
368.5,77.63496672857707
368.75,65.765811039781
369.0,63.10842521328421
369.25,64.19680481143575
369.5,58.14761906432519
369.75,69.50088974993858
370.0,61.03963432587164
370.25,73.42712266517765
370.5,51.670710515822435
370.75,73.21131802041245
371.0,65.49382619491004
371.25,55.12722785323699
371.5,76.49983871119309
371.75,68.53589953676473
372.0,52.9375219961077
372.25,63.81520740593854
372.5,73.18184738454364
372.75,67.22297762171216
373.0,77.16952583138814
373.25,76.94816974049773
373.5,76.33569977743548
373.75,73.65693364330589
374.0,81.7516615888431
374.25,76.39894166295377
374.5,74.76822135935505
374.75,54.5248754528923
375.0,78.40740436210551
375.25,81.74862924427902
375.5,68.93632933632597
375.75,67.59375427890878
376.0,86.91051277857024
376.25,57.36138527705312
376.5,75.21562841193018
376.75,90.89283107636419
377.0,64.12063308202983
377.25,77.09648316758266
377.5,86.70915151981382
377.75,70.69474606075583
378.0,76.18432646638843
378.25,78.95366750905157
378.5,64.52521470949641
378.75,71.09687997332168
379.0,74.19032892636798
379.25,78.48924458921354
379.5,71.648121702001
379.75,70.39987822066989
380.0,63.872281423245965
380.25,74.18322484128304
380.5,259.21043649030725
380.75,77.94518498291966
381.0,65.32908370710072
381.25,65.45838860294143
381.5,93.56263920587023
